GraphID,riskBasedDefence,defenceInDepth,behavioralDefender,minCut,betweennessCentralityWithInDegreeNodes,betweennessCentralityWithAdjacentNodes,betweennessCentralityWithMarkovBlanket,betweennessCentralityWithMinCut,harmonicCentralityWithInDegreeNodes,harmonicCentralityWithAdjacentNodes,harmonicCentralityWithMarkovBlanket,harmonicCentralityWithMinCut,degreeCentralityWithInDegreeNodes,degreeCentralityWithAdjacentNodes,degreeCentralityWithMarkovBlanket,degreeCentralityWithMinCut,katzCentralityWithInDegreeNodes,katzCentralityWithAdjacentNodes,katzCentralityWithMarkovBlanket,katzCentralityWithMinCut,TRCentralityWithInDegreeNodes,TRCentralityWithAdjacentNodes,TRCentralityWithMinCut,PRCentralityWithInDegreeNodes,PRCentralityWithAdjacentNodes,PRCentralityWithMarkovBlanket,PRCentralityWithMinCut
graph88,14.259608083955403,14.259608083955403,14.25960808395569,33.754158956127334,47.3435449325951,40.851558876748115,32.44452452198801,33.69662013606584,47.465913196734746,37.615253417699954,29.66688273105447,33.98611673977571,46.47385714810082,37.110836718017524,28.795510358219396,34.20723766070273,47.27573985635108,37.28674747380653,29.601592085346297,34.013771894665204,47.3610088735959,37.313653791002146,34.077793608482395,46.43925014417459,36.75199844697337,28.917849552983977,34.1246571787385
graph83,12.179052330638058,12.179052330638058,12.179052330638077,16.90065471955717,38.75969895440588,31.482502914453597,27.399288183225373,16.312734967790092,40.93845567275081,29.455845381205698,23.974322016641715,16.393780767741294,38.60273391005909,27.516994208845663,22.537510005591933,15.05906791878382,40.3107768015005,28.99023004183528,23.803161774424005,15.95140838273208,40.259269509963886,29.02933995077956,15.962918337464552,41.19746466202246,29.257322551522353,24.430883056197736,16.59526560056698
graph82,11.889834914443423,11.889834914443423,11.889834914443318,11.811787619998098,33.64147692819894,25.165372558141485,20.331502576779602,10.28917524927324,34.84582990721232,23.61686755675628,18.378502294973252,11.547316961462677,34.65778722855826,23.446668377526272,18.276614997863394,11.763864253909764,34.44586358069244,23.350938283720595,18.175819682753875,11.514451647375672,34.44592695776421,23.367277511300458,11.509960966534354,34.438750405290506,23.298332420665307,18.053489174541603,11.770454365179104
graph85,13.864946445850837,13.864946445850837,13.864946445850837,22.55188880195376,47.72918369937682,32.03048600564785,23.648783534117673,24.359118847068277,48.243259694180125,29.780983428384012,19.16431088187248,23.71263295479869,47.54220740600005,29.345688864401055,18.778926419306412,23.531745986532876,47.712193178302705,29.471914255149507,18.885732254508657,23.52976254201686,47.75473754734189,29.540315646657096,23.577572097344774,45.39952194155489,27.96559995894953,17.501403370653016,22.963292705266365
graph84,16.353569270701545,16.353569270701545,16.353569270701573,21.683935723225474,40.09282320540365,29.17659809155063,23.671047875896363,24.12873799636387,37.82241048094561,25.80631014992264,21.334654945994217,22.049510182288454,35.25946079160892,23.988653659366598,20.042720380633014,21.417731122790173,37.08743231250287,25.219090583053177,20.94330250231343,21.819636551272236,37.109793052440466,25.237035046463262,21.82870127292414,36.64429607694665,24.947729386259105,20.95404901486003,21.760969481560398
graph39,24.253487160303507,24.253487160303507,24.253487160303507,23.36881165860087,59.90422592381338,42.39252202560725,32.81550186890027,24.409736957078124,62.47653562573235,43.83674534356485,34.35452062457178,23.654975741203398,61.417869317087536,42.639292116773646,33.63496457526956,22.90852664694195,62.55124747626453,43.94482549430748,34.32397079735258,23.803336149611248,62.5547724883442,43.99806432180044,23.80804553653872,61.57157777916814,43.47044396459521,33.79740919064796,24.09246738913283
graph36,11.353543752871975,11.353543752871975,11.353543752871975,13.40685648132699,20.490330219640203,17.614970718958638,11.44263618688645,12.333632004297835,15.632386975719637,13.799837920727025,8.488414614250093,9.191849537340179,18.902858425424476,15.785798430006478,10.20395821909936,11.81367165904874,13.689904288459513,11.000015001569253,7.0081224974367196,9.110334057360534,13.842846124692269,11.136862078480046,9.193025409123063,13.632823728869866,12.988733309674846,8.484167412681943,11.35793908389621
graph35,21.397360728895762,21.397360728895762,21.397360728895762,74.57187305596717,64.73301772301555,41.37040832910367,40.19480374599427,64.73301772301555,62.356210730630245,28.726459311554503,25.69943325900091,63.51084739756602,66.23115294678973,32.96747786800008,29.494593172946914,71.03711817201605,45.97945835477979,22.16732279816948,19.418986500888572,51.860879839301624,47.23652044775296,22.855743077800813,53.136722613764064,47.07237864912972,23.080504754949345,19.316327582605698,51.600862298900495
graph38,53.66306307688246,53.66306307688246,53.66306307688246,75.21827092174985,42.200951420755366,42.31567793543143,41.35876048681729,42.15888001442204,52.21279166117269,42.8695136254329,36.145212143860284,50.624905489266084,73.96474233070246,60.02461258102716,50.05498330383651,68.00829530959338,66.5895693364196,54.026234335117785,46.24049209046518,61.620648148440104,65.46704702047384,52.55074524204204,60.85006285089533,64.37426975141402,51.26590266161053,43.72178260945269,59.84562718640639
graph37,9.399637543302763,9.399637543302763,9.399637543302763,24.338616886052186,32.95606834760657,23.882475525056243,21.867636540966306,26.598779946749886,19.910630055048248,12.152805247544048,12.43601430989079,13.615309156413472,23.808050428258248,15.068607344902277,15.000971523767973,16.834292628098297,12.376718385158643,7.269901994446651,7.273032667126346,8.245506407289383,12.884154924883559,7.598347205208247,8.592869477770819,6.806926847234664,4.207732799173214,4.28259148746209,4.1022882798778335
